from_phone,to_phone,amount,timestamp,type,suspicious_score
9883486542,9142615909,705893,2024-04-15T08:08:00.000Z,IMPS,0.44
9812076320,9110255833,132045,2024-12-11T12:14:00.000Z,UPI,0.88
9827665273,9135320392,648347,2024-06-15T11:52:00.000Z,NEFT,0.46
9841247145,9160484501,845284,2024-10-21T11:44:00.000Z,CARD,0.82
9860405150,9180881520,44554,2024-08-19T08:25:00.000Z,NEFT,0.58
9854696199,9162493925,468682,2024-08-21T02:16:00.000Z,WALLET,0.29
9832963847,9124125683,441514,2024-07-19T18:33:00.000Z,RTGS,0.5
9826356215,9189381506,766027,2024-02-24T14:00:00.000Z,UPI,0.83
9899648203,9118829201,856248,2024-02-04T11:28:00.000Z,NEFT,0.83
9896930083,9172218318,616533,2024-07-21T22:47:00.000Z,NEFT,0.44
9878061728,9128455663,892092,2024-02-24T07:15:00.000Z,RTGS,0.18
9879951036,9177752848,14776,2024-01-02T16:05:00.000Z,NEFT,0.98
9826646374,9158769998,959837,2024-10-16T02:31:00.000Z,UPI,0.68
9828044052,9134160264,288345,2024-05-17T00:46:00.000Z,UPI,1
9820118223,9152506667,242670,2024-11-05T17:50:00.000Z,NEFT,0.3
9870664590,9147443268,526205,2024-06-20T10:17:00.000Z,IMPS,0.55
9873331947,9160691311,205778,2024-08-15T15:06:00.000Z,CARD,0.72
9873272731,9145099928,706356,2024-09-03T14:18:00.000Z,WALLET,0.42
9840030464,9110172209,498666,2024-08-25T00:03:00.000Z,NEFT,0.82
9815180284,9167430949,736724,2024-05-02T19:16:00.000Z,NEFT,0.49
9841996569,9132004961,330515,2024-01-09T21:59:00.000Z,IMPS,0.73
9872772558,9111047124,435336,2024-10-01T22:06:00.000Z,NEFT,0.09
9810775836,9112075376,370931,2024-12-21T04:40:00.000Z,UPI,0.42
9826903251,9127132475,748352,2024-02-17T03:32:00.000Z,NEFT,0.7
9822074680,9180808165,736319,2024-04-30T23:13:00.000Z,NEFT,0.26
9895915681,9118498645,974750,2024-03-03T06:11:00.000Z,IMPS,0.27
9822237128,9174213455,927025,2024-08-22T08:00:00.000Z,CARD,0.13
9845453745,9173935107,596113,2024-08-02T17:41:00.000Z,WALLET,0.42
9857124118,9120268182,277628,2024-01-09T07:55:00.000Z,CARD,0.66
9852912052,9195391923,504466,2024-01-02T06:01:00.000Z,IMPS,0.8
9895262342,9131792293,923711,2024-03-06T00:12:00.000Z,CARD,0.4
9890651668,9162478933,884995,2024-11-10T04:04:00.000Z,RTGS,0.59
9829406383,9134389690,812393,2024-09-01T07:39:00.000Z,IMPS,0.82
9890806989,9163342953,111630,2024-08-07T23:32:00.000Z,UPI,0.76
9876495935,9134111366,286865,2024-06-25T05:12:00.000Z,RTGS,0.69
9849317260,9185941587,749386,2024-12-23T11:25:00.000Z,UPI,0.07
9836753675,9155264732,69245,2024-04-16T21:10:00.000Z,RTGS,0.63
9886991059,9170135145,895620,2024-11-13T11:06:00.000Z,WALLET,0.1
9828255958,9161666734,522421,2024-11-16T20:27:00.000Z,IMPS,0.27
9817271727,9128449514,49546,2024-04-13T19:42:00.000Z,IMPS,0.01
9853527651,9190994972,974509,2024-10-20T03:49:00.000Z,IMPS,0.9
9887967239,9188549294,810311,2024-11-11T10:51:00.000Z,UPI,0.71
9898343824,9188094152,202277,2024-10-02T13:41:00.000Z,IMPS,0.45
9857209942,9167709404,710291,2024-11-19T17:03:00.000Z,UPI,0.29
9859274195,9110917087,779665,2024-03-09T03:38:00.000Z,IMPS,0.17
9854170072,9188776625,629190,2024-11-20T22:39:00.000Z,NEFT,0.04
9831986839,9167432989,85050,2024-03-21T04:53:00.000Z,IMPS,0.51
9826689796,9121694029,277202,2024-01-16T10:33:00.000Z,UPI,0.59
9869992777,9112060958,486435,2024-05-04T18:21:00.000Z,RTGS,0.7
9869977407,9145461866,249834,2024-02-07T12:19:00.000Z,NEFT,0.44
9845229658,9170377970,144817,2024-12-01T01:27:00.000Z,CARD,0.77
9895458449,9141199470,423329,2024-02-09T14:03:00.000Z,CARD,0.12
9865981321,9110740262,621523,2024-12-02T14:53:00.000Z,WALLET,0.24
9841199473,9164267042,144310,2024-01-22T09:45:00.000Z,UPI,0.61
9838005180,9152976634,739324,2024-09-09T04:02:00.000Z,CARD,0.48
9896302257,9131342494,635950,2024-06-03T23:01:00.000Z,NEFT,0.14
9877775598,9174985110,578218,2024-11-03T10:05:00.000Z,NEFT,0.15
9837061206,9138237140,794442,2024-08-17T10:06:00.000Z,NEFT,0.55
9866453090,9146893047,551319,2024-09-14T13:13:00.000Z,RTGS,0.79
9823159361,9169817759,575672,2024-09-01T09:28:00.000Z,UPI,0.69
9895435494,9143134316,23793,2024-01-03T20:01:00.000Z,WALLET,0.32
9846874225,9126832074,307316,2024-09-16T04:52:00.000Z,NEFT,0.64
9854788594,9155976016,467223,2024-07-19T07:25:00.000Z,WALLET,0.09
9887087899,9191462766,517695,2024-04-11T16:06:00.000Z,NEFT,0.76
9857346540,9160106569,182897,2024-07-11T08:15:00.000Z,IMPS,0.41
9839118117,9198852441,193523,2024-04-13T18:43:00.000Z,NEFT,0.39
9871199443,9176288086,740981,2024-11-05T21:03:00.000Z,IMPS,0.1
9815679732,9194548613,752421,2024-04-28T07:49:00.000Z,UPI,0.08
9897200556,9119188507,415270,2024-01-12T18:46:00.000Z,CARD,0.68
9816822405,9122134320,596005,2024-09-01T23:15:00.000Z,CARD,0.4
9880822541,9182410903,738494,2024-03-25T20:24:00.000Z,WALLET,0.74
9839658722,9175675543,555902,2024-06-02T09:07:00.000Z,CARD,0.88
9869877876,9137749619,603277,2024-01-06T22:53:00.000Z,RTGS,0.18
9852087034,9156223225,644356,2024-05-27T02:49:00.000Z,IMPS,0.61
9818781400,9155537032,158498,2024-08-14T19:07:00.000Z,UPI,0.02
9818155889,9136792493,727672,2024-09-18T18:48:00.000Z,RTGS,0.72
9820809916,9147836353,639883,2024-03-16T13:17:00.000Z,IMPS,0.74
9891246355,9121107963,389306,2024-10-17T08:36:00.000Z,IMPS,0.18
9823072972,9193773712,36522,2024-09-24T05:44:00.000Z,IMPS,0.31
9844044971,9154466748,464521,2024-01-24T08:54:00.000Z,RTGS,0.42
9862517185,9121062533,873602,2024-03-03T09:53:00.000Z,UPI,0.54
9849714803,9166584207,435977,2024-12-08T23:46:00.000Z,IMPS,0.62
9815962333,9129193722,205026,2024-09-14T03:35:00.000Z,IMPS,0.75
9835031046,9119162542,546848,2024-11-07T01:43:00.000Z,RTGS,0.46
9877393702,9167106412,603254,2024-04-10T12:54:00.000Z,CARD,0.7
9892128367,9116137562,825963,2024-07-15T13:26:00.000Z,UPI,0.28
9810537690,9148388839,445309,2024-08-26T12:36:00.000Z,RTGS,0.16
9859315086,9137589362,459901,2024-01-04T19:19:00.000Z,RTGS,0.91
9898057368,9131563192,281425,2024-06-19T00:49:00.000Z,NEFT,0.95
9893129523,9168723731,355863,2024-09-06T14:23:00.000Z,NEFT,0.6
9866991710,9146864176,229873,2024-12-24T08:47:00.000Z,UPI,0.35
9820311583,9191249632,105042,2024-06-11T13:58:00.000Z,UPI,0.5
9881178999,9179360578,642775,2024-09-19T15:41:00.000Z,WALLET,0.75
9899713056,9185119833,218884,2024-08-17T21:55:00.000Z,UPI,0.78
9817800334,9137339602,539924,2024-11-06T16:16:00.000Z,UPI,0.04
9863398936,9142026882,166991,2024-03-17T12:40:00.000Z,IMPS,0.71
9842567947,9156559215,218644,2024-09-04T08:01:00.000Z,WALLET,0.39
9812135957,9195651394,221001,2024-04-26T02:44:00.000Z,CARD,0.86
9830212602,9150847485,165600,2024-07-28T10:38:00.000Z,IMPS,0.28
9897831808,9172710111,382677,2024-05-06T02:36:00.000Z,NEFT,0.02
9861601428,9114237596,26188,2024-09-02T15:34:00.000Z,CARD,0.94
9891795615,9135256724,693820,2024-11-30T21:48:00.000Z,IMPS,0.89
9892883277,9142636071,637596,2024-12-21T12:16:00.000Z,CARD,0.75
9840730734,9180658441,929414,2024-02-08T01:10:00.000Z,NEFT,0.22
9831356395,9127072681,300318,2024-08-27T16:25:00.000Z,WALLET,0.63
9854799747,9137009035,321547,2024-04-09T12:19:00.000Z,WALLET,0.13
9824816412,9158027843,904430,2024-02-03T00:32:00.000Z,UPI,0.6
9876626447,9114423061,646395,2024-06-26T08:13:00.000Z,WALLET,0.43
9865226525,9143104860,642588,2024-11-09T12:51:00.000Z,UPI,0.09
9842838063,9145049542,401880,2024-07-23T20:05:00.000Z,CARD,0.44
9850049875,9196539938,855956,2024-03-18T16:56:00.000Z,RTGS,0.6
9834627950,9188092193,892092,2024-09-11T10:03:00.000Z,IMPS,0.81
9837056932,9114658144,338488,2024-12-22T00:04:00.000Z,NEFT,0.28
9885739572,9136285357,805629,2024-12-12T07:28:00.000Z,UPI,0.59
9890088363,9181306695,525438,2024-08-20T20:24:00.000Z,NEFT,0.76
9836834135,9166218082,742517,2024-05-01T12:52:00.000Z,UPI,0.34
9893884291,9118984537,44152,2024-07-08T12:43:00.000Z,CARD,0.63
9882099436,9153862915,860454,2024-02-19T20:22:00.000Z,CARD,0.22
9861268122,9166816128,87934,2024-04-10T08:20:00.000Z,CARD,0.27
9899480202,9168190686,192969,2024-07-27T05:47:00.000Z,CARD,0.95
9888997878,9152454137,578773,2024-01-01T18:11:00.000Z,UPI,0.39
9884631764,9186852373,38256,2024-09-12T03:46:00.000Z,IMPS,0.58
9833102935,9116066059,935872,2024-06-23T07:56:00.000Z,WALLET,0.22
9820046674,9164928386,346093,2024-01-09T19:56:00.000Z,UPI,0.79
9889477533,9161555101,502331,2024-11-19T04:47:00.000Z,CARD,0.45
9818970151,9127049454,886378,2024-02-06T03:12:00.000Z,CARD,0.52
9855766155,9136203833,988540,2024-12-01T16:44:00.000Z,NEFT,0.94
9890238842,9143562173,591582,2024-08-23T06:57:00.000Z,CARD,0.33
9812970595,9186698609,744997,2024-05-21T12:09:00.000Z,UPI,0.07
9870843343,9125837398,519200,2024-02-13T22:27:00.000Z,UPI,0.52
9860098279,9147982658,992904,2024-07-04T10:01:00.000Z,CARD,0.67
9841454706,9113880126,393367,2024-06-18T17:19:00.000Z,NEFT,0.74
9872273632,9172713605,109400,2024-02-12T09:53:00.000Z,IMPS,0.56
9813953747,9147562265,18252,2024-04-06T14:45:00.000Z,UPI,0.24
9824189703,9191023064,801788,2024-06-12T16:21:00.000Z,IMPS,0.1
9875804455,9177206750,462359,2024-07-16T06:16:00.000Z,WALLET,0.84
9854047817,9168863545,647044,2024-10-23T12:46:00.000Z,NEFT,0.29
9834103727,9146218881,719729,2024-12-08T14:23:00.000Z,NEFT,0.3
9813404918,9191510021,283806,2024-05-08T18:13:00.000Z,UPI,0.24
9867063372,9139786572,615530,2024-11-03T11:18:00.000Z,CARD,0.59
9862957363,9175353822,788158,2024-02-04T15:38:00.000Z,IMPS,0.4
9829715696,9113040255,489808,2024-01-09T23:10:00.000Z,CARD,0.23
9837077314,9182514923,428080,2024-02-05T11:02:00.000Z,WALLET,0.79
9897476255,9137032241,753326,2024-10-11T04:03:00.000Z,WALLET,0.48
9823806644,9117418252,75608,2024-08-27T10:15:00.000Z,UPI,0.04
9847596786,9128359155,758303,2024-01-15T19:12:00.000Z,CARD,0.07
9818161313,9112373926,929920,2024-12-06T00:37:00.000Z,WALLET,0.07
9832301608,9165264660,222841,2024-11-03T14:19:00.000Z,CARD,0.64
9879063765,9125432811,903378,2024-02-27T16:16:00.000Z,UPI,0.95
9876500407,9142171939,746287,2024-03-02T22:18:00.000Z,WALLET,0.77
9826480794,9135138163,547482,2024-07-09T13:44:00.000Z,UPI,0.71
9857138935,9156709121,835894,2024-12-17T19:25:00.000Z,RTGS,0.53
9863293483,9182936750,404946,2024-08-19T13:03:00.000Z,WALLET,0.63
9838490233,9186287568,534710,2024-10-18T16:53:00.000Z,WALLET,0.4
9895239799,9138718463,180833,2024-12-27T21:19:00.000Z,RTGS,0.04
9851327165,9119960913,703918,2024-05-10T19:18:00.000Z,WALLET,0.81
9839686113,9124111656,902930,2024-07-10T04:11:00.000Z,RTGS,0.16
9899968986,9159343122,126007,2024-01-27T15:33:00.000Z,WALLET,0.45
9814984228,9150078265,67857,2024-09-12T16:02:00.000Z,UPI,0.95
9835090012,9176436097,183977,2024-02-06T09:58:00.000Z,WALLET,0.25
9859105854,9118102874,776456,2024-07-12T10:39:00.000Z,UPI,0.12
9829866673,9175522274,938845,2024-01-16T15:11:00.000Z,RTGS,0.27
9814086654,9110398676,107482,2024-07-13T04:07:00.000Z,UPI,0.6
9890554754,9141161315,320845,2024-08-16T12:43:00.000Z,RTGS,0.53
9817912828,9171073751,895824,2024-01-11T20:32:00.000Z,CARD,0.44
9882357248,9194640273,643749,2024-05-10T23:30:00.000Z,NEFT,0.13
9854375994,9189832676,238381,2024-10-14T16:04:00.000Z,UPI,0.38
9815765746,9186889787,781830,2024-02-17T09:17:00.000Z,IMPS,0.11
9884169062,9128100050,389853,2024-04-14T04:45:00.000Z,IMPS,0.38
9872601875,9127881717,215482,2024-10-13T12:25:00.000Z,NEFT,0.31
9860715367,9197866497,224978,2024-05-16T02:01:00.000Z,CARD,0.89
9830378760,9183286394,199173,2024-11-06T07:27:00.000Z,UPI,0.83
9844096194,9139765040,975440,2024-09-05T07:51:00.000Z,UPI,0.91
9833943122,9159868714,264065,2024-01-14T04:41:00.000Z,CARD,0.71
9813184139,9130746130,176744,2024-08-20T21:31:00.000Z,CARD,0.68
9846797398,9155030912,956245,2024-09-06T09:58:00.000Z,IMPS,0.37
9863513854,9139879535,91301,2024-06-30T20:38:00.000Z,IMPS,0.01
9824514016,9181545896,14679,2024-09-12T19:20:00.000Z,RTGS,0.88
9891054410,9178995554,278733,2024-08-03T21:19:00.000Z,CARD,0.57
9843392399,9197603405,572260,2024-11-18T07:44:00.000Z,UPI,0.91
9876833087,9117293572,879093,2024-11-22T03:29:00.000Z,CARD,0.24
9867841562,9194105432,614740,2024-06-27T00:16:00.000Z,NEFT,0.95
9892734971,9166747815,695279,2024-09-05T05:45:00.000Z,RTGS,0.35
9816199613,9150891684,187925,2024-07-23T10:17:00.000Z,RTGS,0.46
9886810119,9196987636,420133,2024-01-27T19:35:00.000Z,IMPS,0.63
9841003402,9193872569,715605,2024-03-07T19:42:00.000Z,WALLET,0.42
9897544084,9186243940,861326,2024-05-20T19:06:00.000Z,NEFT,0.76
9891056543,9110114467,216500,2024-11-04T14:12:00.000Z,WALLET,0.12
9890478428,9198788328,34138,2024-01-27T07:13:00.000Z,WALLET,0.81
9869412772,9199019475,440827,2024-07-27T11:52:00.000Z,RTGS,0.64
9877729746,9144116454,307283,2024-10-03T06:44:00.000Z,IMPS,0.63
9816767276,9124564959,373543,2024-06-03T05:52:00.000Z,RTGS,0.99
9889373555,9169567438,452839,2024-12-22T06:10:00.000Z,UPI,0.23
9826078566,9116088078,898641,2024-09-15T09:16:00.000Z,UPI,0.42
9893137092,9140326072,79337,2024-03-22T03:03:00.000Z,WALLET,0.69
9812521791,9120242119,171845,2024-11-03T13:57:00.000Z,IMPS,0.49
9883626003,9120483399,266223,2024-11-03T03:13:00.000Z,WALLET,0.82
9864033964,9172607586,256615,2024-12-09T04:01:00.000Z,NEFT,0.28
9821837675,9167467945,753824,2024-08-20T11:53:00.000Z,RTGS,0.09
9843037346,9133716875,757279,2024-12-05T16:51:00.000Z,CARD,0.44
9853013618,9173395026,888742,2024-07-11T05:39:00.000Z,WALLET,0.4
9822829064,9182904324,265183,2024-08-24T15:17:00.000Z,CARD,0.13
9842866475,9190026587,361918,2024-10-16T05:02:00.000Z,RTGS,0.85
9831730911,9162053603,20236,2024-12-25T00:51:00.000Z,NEFT,0.72
9854147443,9124986863,477587,2024-03-28T13:38:00.000Z,IMPS,0.63
9878508693,9182432922,225128,2024-07-12T10:44:00.000Z,RTGS,0.61
9884846247,9126895626,263224,2024-06-07T13:05:00.000Z,WALLET,0.71
9818642636,9189693926,212891,2024-01-23T00:29:00.000Z,RTGS,0.16
9841741442,9116740695,945734,2024-05-05T11:39:00.000Z,UPI,0.57
9857415104,9198582548,812827,2024-07-05T23:58:00.000Z,IMPS,0.15
9884640818,9118619800,877204,2024-03-06T14:58:00.000Z,UPI,0.88
9872547368,9134962805,446892,2024-03-08T08:29:00.000Z,CARD,0.11
9867001215,9189416404,774412,2024-04-07T13:40:00.000Z,WALLET,0.68
9826981689,9112249135,739787,2024-07-07T19:10:00.000Z,IMPS,0.36
9894958357,9133407347,138357,2024-01-02T00:01:00.000Z,UPI,0.92
9828034023,9186185486,994916,2024-10-24T11:36:00.000Z,NEFT,0.35
9894046499,9133180122,663101,2024-09-04T17:57:00.000Z,NEFT,0.22
9841884396,9139016397,522474,2024-01-08T14:14:00.000Z,IMPS,0.52
9883405956,9164570366,182807,2024-09-27T06:24:00.000Z,IMPS,0.35
9836985205,9131501565,820942,2024-09-14T01:47:00.000Z,IMPS,0.25
9848388774,9167743035,341812,2024-04-08T20:20:00.000Z,NEFT,0.87
9825303683,9180433126,899147,2024-03-23T05:55:00.000Z,UPI,0.02
9832462364,9156695164,845012,2024-11-12T14:44:00.000Z,NEFT,0.95
9814056023,9194974624,608268,2024-08-11T11:13:00.000Z,IMPS,0.33
9811638124,9139965735,528172,2024-07-19T13:37:00.000Z,CARD,0.3
9839295183,9114451673,819775,2024-10-04T04:56:00.000Z,IMPS,0.93
9854322868,9176178531,611151,2024-01-08T02:48:00.000Z,UPI,0.94
9885747041,9175010691,34296,2024-03-09T00:46:00.000Z,NEFT,0.19
9850855766,9146480576,804810,2024-10-06T05:53:00.000Z,RTGS,0.24
9893630906,9196625224,159304,2024-11-20T17:29:00.000Z,CARD,0.93
9842418286,9172785020,304997,2024-08-10T06:57:00.000Z,NEFT,0.76
9881210314,9150940331,386709,2024-12-25T10:50:00.000Z,NEFT,0.37
9846009250,9170762254,431684,2024-05-21T22:39:00.000Z,RTGS,0.74
9895163449,9188057760,790746,2024-04-12T05:04:00.000Z,UPI,0.68
9815957278,9124722952,971781,2024-12-09T13:30:00.000Z,NEFT,0.65
9849039697,9174343184,921159,2024-12-27T11:02:00.000Z,UPI,0.3
9848503241,9124121970,120722,2024-12-15T05:51:00.000Z,WALLET,0.48
9819169364,9139796211,882651,2024-02-02T12:15:00.000Z,RTGS,0.43
9841457706,9136532052,909714,2024-06-02T07:34:00.000Z,CARD,0.1
9871304046,9199287082,992563,2024-02-17T12:52:00.000Z,IMPS,0.87
9880093797,9153666066,71353,2024-07-13T15:44:00.000Z,NEFT,0.82
9877252467,9185181564,954476,2024-07-24T15:28:00.000Z,NEFT,0.42
9836254302,9196564946,872128,2024-01-28T11:23:00.000Z,WALLET,0.02
9871549445,9145425509,475504,2024-09-27T22:32:00.000Z,RTGS,0.53
9818564832,9139193889,409949,2024-03-15T21:44:00.000Z,CARD,0.68
9822907802,9167382805,826012,2024-06-08T07:04:00.000Z,CARD,0.53
9852018832,9198943263,66286,2024-10-04T22:17:00.000Z,WALLET,0.05
9820603122,9130915695,936425,2024-01-22T09:59:00.000Z,NEFT,0.97
9844877126,9198060702,469271,2024-11-25T14:48:00.000Z,RTGS,0.45
9817413013,9199171085,523365,2024-12-15T12:08:00.000Z,WALLET,0.89
9843652454,9189188662,676286,2024-06-20T03:45:00.000Z,RTGS,0.36
9815955113,9143844844,297854,2024-06-09T22:14:00.000Z,RTGS,0.91
9897074509,9166498305,648618,2024-08-05T06:07:00.000Z,CARD,0.31
9810058520,9187597975,626212,2024-05-19T08:41:00.000Z,NEFT,0.01
9820935313,9110425742,131467,2024-08-15T13:08:00.000Z,NEFT,0.13
9858786923,9171247449,202214,2024-01-09T06:22:00.000Z,UPI,0.4
9837906669,9183771111,487042,2024-02-25T01:46:00.000Z,IMPS,0.91
9873113783,9186821711,411303,2024-10-25T23:21:00.000Z,NEFT,0.62
9828796486,9120141279,48014,2024-02-15T04:26:00.000Z,IMPS,0.48
9878654346,9163065050,913477,2024-10-03T13:08:00.000Z,WALLET,0.73
9812086613,9196265402,878384,2024-02-25T20:14:00.000Z,NEFT,0.43
9852276724,9183083048,312301,2024-10-18T10:48:00.000Z,RTGS,0.34
9835647932,9151022974,406706,2024-05-15T00:18:00.000Z,NEFT,0.22
9848731972,9177032211,287659,2024-01-28T02:03:00.000Z,WALLET,0.94
9830078598,9184392151,490103,2024-05-21T07:13:00.000Z,CARD,0.21
9880512572,9158309314,58780,2024-04-20T01:58:00.000Z,UPI,0.64
9895642464,9152325989,332612,2024-05-14T21:11:00.000Z,RTGS,0.47
9854631733,9151166452,62999,2024-10-27T15:40:00.000Z,UPI,0.08
9848555729,9167184158,979225,2024-05-04T04:09:00.000Z,WALLET,0.73
9878676768,9160674126,624198,2024-08-07T17:02:00.000Z,WALLET,0.41
9862463796,9113434117,921240,2024-05-14T14:06:00.000Z,NEFT,0.82
9838758964,9172694127,642680,2024-02-29T21:29:00.000Z,NEFT,0.4
9855369582,9171998245,112717,2024-07-08T09:07:00.000Z,CARD,0.91
9894703709,9152986845,915631,2024-04-15T05:19:00.000Z,RTGS,0.6
9876390427,9150375451,234907,2024-10-01T07:35:00.000Z,CARD,0.47
9826228455,9159584440,655417,2024-04-28T08:14:00.000Z,NEFT,0.39
9824345037,9110885454,587325,2024-10-28T07:16:00.000Z,UPI,0.24
9846149861,9184326592,131032,2024-05-21T10:28:00.000Z,WALLET,0.94
9875820664,9160872705,512504,2024-03-01T03:43:00.000Z,NEFT,0.5
9853676279,9131257925,534253,2024-01-14T09:51:00.000Z,NEFT,0.85
9836988482,9158448410,715054,2024-03-01T12:25:00.000Z,NEFT,0.66
9818637281,9159275188,564699,2024-04-26T06:35:00.000Z,UPI,0.99
9839815806,9188378454,543908,2024-02-11T04:28:00.000Z,CARD,0.4
9831525904,9165255874,431275,2024-08-28T05:59:00.000Z,CARD,0.75
9845837682,9158257085,518223,2024-12-02T18:15:00.000Z,NEFT,0.09
9856263039,9150476314,510594,2024-08-20T21:15:00.000Z,IMPS,0.25
9883553594,9148969417,62042,2024-02-13T04:47:00.000Z,CARD,0.92
9881690210,9140346174,33124,2024-08-10T15:11:00.000Z,RTGS,0.37
9898158815,9119315513,187353,2024-11-21T13:43:00.000Z,NEFT,0.61
9857405760,9186476482,47164,2024-07-06T09:32:00.000Z,RTGS,0.33
9819378654,9127787900,14896,2024-02-01T00:57:00.000Z,NEFT,0.78
9833078377,9126249215,483817,2024-04-20T10:36:00.000Z,NEFT,0.77
9843600363,9175811572,436467,2024-06-14T09:48:00.000Z,WALLET,0.22
9840591524,9183481548,946523,2024-08-05T00:24:00.000Z,CARD,0.11
9858372507,9130053403,918369,2024-03-04T21:36:00.000Z,IMPS,0.86
9851874473,9181587991,224458,2024-04-07T22:12:00.000Z,UPI,0.18
9890649666,9129944047,482671,2024-03-18T08:22:00.000Z,CARD,0.35
9865009062,9118479834,722755,2024-12-13T20:08:00.000Z,IMPS,0.1
9893556792,9180147793,91480,2024-07-03T19:59:00.000Z,WALLET,0.7
9891195594,9155215497,483353,2024-01-02T18:03:00.000Z,CARD,0.45
9844540317,9127629807,192506,2024-06-04T10:28:00.000Z,UPI,0.4
9894632242,9187118844,904320,2024-10-09T04:50:00.000Z,IMPS,0.19
9817866580,9190807477,249676,2024-10-10T00:09:00.000Z,CARD,0.47
9897976084,9183466953,765052,2024-08-14T00:10:00.000Z,CARD,0.14
9860217800,9169571122,880996,2024-05-24T05:31:00.000Z,CARD,0.39
9843565838,9183637161,575774,2024-01-20T03:48:00.000Z,IMPS,0.59
9831559894,9167741984,84466,2024-12-03T03:02:00.000Z,NEFT,0.78
9853693780,9160843376,227661,2024-08-14T13:13:00.000Z,RTGS,0.85
9882854339,9111646297,21879,2024-10-22T16:36:00.000Z,NEFT,0.71
9897443565,9110170012,521197,2024-03-20T18:17:00.000Z,WALLET,0.04
9862395399,9187688781,811512,2024-03-28T10:02:00.000Z,CARD,0.14
9841967098,9113269006,948899,2024-08-23T16:04:00.000Z,WALLET,0.27
9871139411,9160207867,283082,2024-02-28T01:43:00.000Z,RTGS,0.81
9868951272,9176056722,894739,2024-11-11T13:01:00.000Z,UPI,0.32
9882496705,9167311599,123658,2024-02-05T13:58:00.000Z,UPI,0.12
9859692101,9185435082,17949,2024-06-27T05:19:00.000Z,WALLET,0.8
9891514451,9164185929,131801,2024-03-08T12:50:00.000Z,UPI,0.13
9865657808,9196680114,924322,2024-03-23T12:39:00.000Z,WALLET,0.3
9883229779,9193695901,5272,2024-04-19T08:27:00.000Z,NEFT,0.48
9889466071,9163987009,526510,2024-01-12T15:39:00.000Z,WALLET,0.58
9838665100,9166568478,586762,2024-09-08T19:29:00.000Z,UPI,0.37
9887271787,9177480808,110180,2024-01-02T22:55:00.000Z,UPI,0.23
9837482154,9150702286,355834,2024-03-23T14:29:00.000Z,NEFT,0.85
9834076148,9159079619,207638,2024-03-02T16:17:00.000Z,IMPS,0.35
9853772742,9197003316,492716,2024-03-26T21:03:00.000Z,NEFT,0.15
9888422994,9161751274,907945,2024-06-16T16:08:00.000Z,WALLET,0.23
9886729751,9198897827,490016,2024-12-27T19:18:00.000Z,IMPS,0.17
9895014103,9184179913,39742,2024-09-26T05:52:00.000Z,CARD,0.31
9816208752,9110516490,812350,2024-02-13T12:47:00.000Z,CARD,0.92
9865616017,9145871660,724074,2024-02-24T18:42:00.000Z,UPI,0.72
9825075898,9145528154,839962,2024-04-22T08:30:00.000Z,WALLET,0.4
9886798795,9144321126,447493,2024-12-16T01:29:00.000Z,CARD,0.22
9844122833,9154611660,158426,2024-08-10T11:47:00.000Z,IMPS,0.96
9813722462,9137903263,224684,2024-07-22T16:21:00.000Z,IMPS,0.8
9863143862,9160957817,892260,2024-06-01T18:13:00.000Z,NEFT,0.04
9888947623,9127362516,784023,2024-01-18T02:31:00.000Z,NEFT,0.47
9864251439,9172583933,891211,2024-05-01T05:56:00.000Z,WALLET,0.61
9863565975,9172522492,756224,2024-08-01T20:26:00.000Z,CARD,0.14
9824849710,9196259667,351078,2024-08-27T21:22:00.000Z,RTGS,0.73
9852985170,9150376630,697463,2024-05-21T22:20:00.000Z,UPI,0.46
9876018560,9112528923,216391,2024-04-13T12:44:00.000Z,CARD,0.48
9840510502,9190390318,461580,2024-03-02T04:35:00.000Z,UPI,0.16
9880498065,9119751138,771076,2024-05-06T21:49:00.000Z,UPI,0.06
9873929213,9198344768,675475,2024-06-21T04:16:00.000Z,CARD,0.8
9868443108,9158926741,10697,2024-09-26T08:02:00.000Z,IMPS,0.92
9824103951,9164972507,941892,2024-01-02T04:57:00.000Z,WALLET,0.34
9856179768,9130552242,749138,2024-04-16T15:22:00.000Z,UPI,0.28
9887194625,9198758506,581958,2024-07-06T07:09:00.000Z,IMPS,0.79
9839310557,9157741508,535350,2024-07-23T08:41:00.000Z,CARD,0.22
9835117907,9140355751,983070,2024-09-13T20:12:00.000Z,UPI,0.36
9862054647,9188511670,684044,2024-05-02T05:45:00.000Z,IMPS,0.92
9843395088,9191219363,615500,2024-01-23T12:43:00.000Z,UPI,0.6
9820086034,9147921864,322363,2024-10-24T04:05:00.000Z,NEFT,0.5
9849884583,9182260193,47946,2024-01-06T21:56:00.000Z,WALLET,0.28
9858158981,9178311551,651223,2024-06-25T07:24:00.000Z,UPI,0.32
9899199678,9137352468,112084,2024-08-09T14:29:00.000Z,UPI,0.63
9835834768,9174396366,622543,2024-09-04T11:32:00.000Z,UPI,0.45
9854081719,9117285599,717326,2024-02-18T05:01:00.000Z,NEFT,0.21
9850316513,9130405242,101066,2024-10-19T11:57:00.000Z,RTGS,0.32
9886581885,9128954449,696940,2024-03-21T18:45:00.000Z,CARD,0.44
9824123061,9128331057,409397,2024-05-20T07:48:00.000Z,RTGS,0.89
