"caller_phone","receiver_phone","call_count","total_duration","call_date","first_call_time","last_call_time","avg_call_duration","max_call_duration","min_call_duration","call_pattern","proximity_pattern","matched_suspect_id","matched_victim_id","calls_per_day","time_synchronized_txn","matching_txn_date","matching_txn_amount","prosecution_grade","caller_name","receiver_name","caller_role","receiver_role"
"9871860847","9118039412","11","5126","2025-02-02","15:40:11","09:57:08","466","779","198","REGULAR","NEAR","UNKNOWN","UNKNOWN","11.0","TRUE","2025-02-02","?8,189,631","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000029","9119348805","17","12002","2025-01-05","21:15:13","21:29:26","706","1172","214","BURST","NEAR","S029","UNKNOWN","17.0","TRUE","2025-01-05","?11,377,912","A+","Wendy Singh","Unknown","SUSPECT","UNKNOWN"
"9875665960","9114483580","3","1017","2025-01-14","07:41:22","07:09:54","339","508","116","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","3.0","TRUE","2025-01-14","?23,721,045","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872826831","9110000047","7","2205","2025-01-23","23:11:29","17:59:02","315","470","235","FREQUENT","DISTANT","UNKNOWN","V047","7.0","TRUE","2025-01-23","?15,624,222","B","Unknown","Harish Iyer","UNKNOWN","VICTIM"
"9870000032","9118169304","19","4104","2025-01-23","21:08:07","14:21:33","216","370","130","BURST","MEDIUM","S032","UNKNOWN","19.0","TRUE","2025-01-23","?15,624,222","A","Wendy Singh","Unknown","SUSPECT","UNKNOWN"
"9872833787","9119874251","4","2580","2025-02-12","15:27:38","16:16:33","645","1197","391","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","4.0","TRUE","2025-02-12","?8,488,722","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879328158","9119719216","25","19925","2025-02-05","21:51:11","13:45:18","797","1092","424","REGULAR","NEAR","UNKNOWN","UNKNOWN","25.0","TRUE","2025-02-05","?8,650,102","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000035","9114478434","21","12054","2025-01-31","07:21:22","23:51:40","574","966","370","REGULAR","NEAR","S035","UNKNOWN","21.0","TRUE","2025-01-31","?8,168,609","A+","Zara Pandey","Unknown","SUSPECT","UNKNOWN"
"9875268417","9110000048","11","5027","2025-02-06","23:20:49","06:07:43","457","702","267","OCCASIONAL","DISTANT","UNKNOWN","V048","11.0","TRUE","2025-02-06","?11,345,198","C","Unknown","Chetan Verma","UNKNOWN","VICTIM"
"9871488508","9113946567","8","3904","2025-01-26","21:58:30","07:41:08","488","818","364","BURST","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-26","?5,104,198","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000038","9118758960","15","3105","2025-02-07","15:36:46","16:35:34","207","340","96","FREQUENT","MEDIUM","S038","UNKNOWN","15.0","TRUE","2025-02-07","?9,901,809","A+","Vikram Khan","Unknown","SUSPECT","UNKNOWN"
"9876932348","9112110870","6","2622","2025-01-06","16:24:40","23:53:10","437","617","156","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","6.0","TRUE","2025-01-06","?15,243,515","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876172103","9116276424","24","4368","2025-01-22","19:05:31","13:23:28","182","293","70","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","24.0","TRUE","2025-01-22","?3,073,662","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000041","9110000049","8","1952","2025-02-02","22:01:51","21:57:32","244","366","132","REGULAR","MEDIUM","S041","V049","8.0","TRUE","2025-02-02","?8,189,631","B","Sunita Pandey","Neelam Mehta","SUSPECT","VICTIM"
"9879785019","9116206955","12","3552","2025-01-11","22:43:08","12:46:02","296","511","166","BURST","ROAMING","UNKNOWN","UNKNOWN","12.0","TRUE","2025-01-11","?10,527,499","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871068952","9116217400","3","2559","2025-02-12","08:21:29","07:06:33","853","1404","389","OCCASIONAL","NEAR","UNKNOWN","UNKNOWN","3.0","TRUE","2025-02-12","?8,488,722","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000044","9116383479","8","2776","2025-01-23","14:34:20","20:42:07","347","483","123","OCCASIONAL","MEDIUM","S044","UNKNOWN","8.0","TRUE","2025-01-23","?15,624,222","B","Esha Nair","Unknown","SUSPECT","UNKNOWN"
"9879624506","9112717572","8","5640","2025-01-27","23:20:17","10:45:51","705","988","321","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-27","?2,408,056","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876683095","9110000050","3","849","2025-01-06","21:57:43","07:06:24","283","440","110","FREQUENT","NEAR","UNKNOWN","V050","3.0","TRUE","2025-01-06","?15,243,515","A+","Unknown","Madhuri Tiwari","UNKNOWN","VICTIM"
"9870000047","9116966385","11","5390","2025-01-17","23:05:59","20:36:08","490","665","223","FREQUENT","ROAMING","S047","UNKNOWN","11.0","TRUE","2025-01-17","?7,827,542","B","Laxman Verma","Unknown","SUSPECT","UNKNOWN"
"9878808058","9118894449","9","3411","2025-01-14","14:58:23","18:11:44","379","595","119","OCCASIONAL","DISTANT","UNKNOWN","UNKNOWN","9.0","TRUE","2025-01-14","?23,721,045","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878974787","9112893930","13","8320","2025-02-03","11:18:49","17:38:36","640","987","420","REGULAR","NEAR","UNKNOWN","UNKNOWN","13.0","TRUE","2025-02-03","?3,365,338","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000050","9116467186","19","15485","2025-01-09","15:34:29","18:37:26","815","1327","641","REGULAR","MEDIUM","S050","UNKNOWN","19.0","TRUE","2025-01-09","?15,246,679","B","Mohini Yadav","Unknown","SUSPECT","UNKNOWN"
"9877439371","9112108301","12","4356","2025-02-11","19:50:27","16:34:44","363","616","123","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","12.0","TRUE","2025-02-11","?2,760,219","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879164301","9112918019","20","15200","2025-02-03","16:35:06","20:11:19","760","1260","488","BURST","NEAR","UNKNOWN","UNKNOWN","20.0","TRUE","2025-02-03","?3,365,338","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000003","9116492998","17","13770","2025-01-08","08:13:52","10:56:37","810","1374","426","FREQUENT","MEDIUM","S003","UNKNOWN","17.0","TRUE","2025-01-08","?7,722,464","A+","Kiran Mishra","Unknown","SUSPECT","UNKNOWN"
"9875890613","9117542823","21","15561","2025-02-02","12:13:43","16:19:36","741","1282","561","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","21.0","TRUE","2025-02-02","?8,189,631","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872497994","9111136218","21","14112","2025-01-30","10:54:18","07:23:57","672","873","389","PERSISTENT","NEAR","UNKNOWN","UNKNOWN","21.0","TRUE","2025-01-30","?14,954,546","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000006","9112840432","11","1991","2025-01-20","19:44:37","18:40:20","181","276","103","BURST","ROAMING","S006","UNKNOWN","11.0","TRUE","2025-01-20","?11,517,348","B","Uma Menon","Unknown","SUSPECT","UNKNOWN"
"9873909338","9118967020","6","2052","2025-02-09","18:53:59","17:53:26","342","649","217","REGULAR","DISTANT","UNKNOWN","UNKNOWN","6.0","TRUE","2025-02-09","?9,921,347","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873252801","9111194661","4","3252","2025-01-06","10:46:56","21:42:27","813","1123","571","REGULAR","NEAR","UNKNOWN","UNKNOWN","4.0","TRUE","2025-01-06","?15,243,515","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000009","9118142130","21","7014","2025-02-03","22:27:35","20:24:22","334","519","101","REGULAR","MEDIUM","S009","UNKNOWN","21.0","TRUE","2025-02-03","?3,365,338","A","Mohammad Bhat","Unknown","SUSPECT","UNKNOWN"
"9879357686","9114972005","24","15912","2025-01-22","19:59:34","17:02:02","663","1142","236","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","24.0","TRUE","2025-01-22","?3,073,662","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879078781","9112343236","6","5382","2025-02-07","14:29:33","08:33:56","897","1298","551","PERSISTENT","NEAR","UNKNOWN","UNKNOWN","6.0","TRUE","2025-02-07","?9,901,809","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000012","9116242875","21","4284","2025-01-26","23:49:00","21:29:32","204","316","159","BURST","DISTANT","S012","UNKNOWN","21.0","TRUE","2025-01-26","?5,104,198","A","Sunita Joshi","Unknown","SUSPECT","UNKNOWN"
"9875942868","9115852112","7","1302","2025-02-12","15:46:50","14:03:40","186","305","116","BURST","MEDIUM","UNKNOWN","UNKNOWN","7.0","TRUE","2025-02-12","?8,488,722","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9875894806","9111457985","11","7106","2025-01-10","10:32:04","14:16:08","646","946","276","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","11.0","TRUE","2025-01-10","?8,404,837","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000015","9113929534","20","6080","2025-02-02","17:51:11","14:50:44","304","428","171","REGULAR","ROAMING","S015","UNKNOWN","20.0","TRUE","2025-02-02","?8,189,631","B","Vikram Mishra","Unknown","SUSPECT","UNKNOWN"
"9871555166","9116752034","4","1192","2025-02-12","10:53:31","19:49:24","298","517","114","REGULAR","ROAMING","UNKNOWN","UNKNOWN","4.0","TRUE","2025-02-12","?8,488,722","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876789409","9111911435","22","9240","2025-01-12","07:10:29","18:30:19","420","641","274","BURST","MEDIUM","UNKNOWN","UNKNOWN","22.0","TRUE","2025-01-12","?9,395,426","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000018","9115406118","6","4158","2025-02-01","06:18:59","20:24:43","693","941","391","OCCASIONAL","NEAR","S018","UNKNOWN","6.0","TRUE","2025-02-01","?15,153,244","B","Radha Malhotra","Unknown","SUSPECT","UNKNOWN"
"9876936250","9118244164","21","17157","2025-01-22","16:17:17","09:16:41","817","1288","520","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","21.0","TRUE","2025-01-22","?3,073,662","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9875056679","9114270310","18","8910","2025-01-16","16:35:00","06:53:04","495","672","174","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","18.0","TRUE","2025-01-16","?9,610,207","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000021","9116897466","9","8028","2025-01-23","14:12:02","06:39:05","892","1668","552","FREQUENT","MEDIUM","S021","UNKNOWN","9.0","TRUE","2025-01-23","?15,624,222","A","Deepak Bhat","Unknown","SUSPECT","UNKNOWN"
"9873012881","9112449322","21","5943","2025-01-29","11:57:07","11:16:18","283","476","215","BURST","NEAR","UNKNOWN","UNKNOWN","21.0","TRUE","2025-01-29","?4,380,165","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9875636946","9118163592","24","19992","2025-01-25","14:10:49","08:17:49","833","1277","664","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","24.0","TRUE","2025-01-25","?19,061,823","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000024","9115440339","7","4207","2025-01-09","21:59:12","18:11:41","601","833","411","BURST","NEAR","S024","UNKNOWN","7.0","TRUE","2025-01-09","?15,246,679","A","Kamran Joshi","Unknown","SUSPECT","UNKNOWN"
"9874663917","9112782574","16","14112","2025-01-21","09:02:04","08:36:46","882","1156","484","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","16.0","TRUE","2025-01-21","?7,486,455","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871014556","9111634776","23","12627","2025-01-22","10:44:21","18:36:00","549","871","275","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","23.0","TRUE","2025-01-22","?3,073,662","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000027","9114789081","2","1086","2025-02-04","09:36:34","17:21:43","543","723","433","OCCASIONAL","ROAMING","S027","UNKNOWN","2.0","TRUE","2025-02-04","?5,872,186","C","Gaurav Menon","Unknown","SUSPECT","UNKNOWN"
"9872521139","9117129645","19","9462","2025-01-10","20:48:49","15:41:12","498","936","313","REGULAR","NEAR","UNKNOWN","UNKNOWN","19.0","TRUE","2025-01-10","?8,404,837","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876014212","9117544871","5","3975","2025-01-27","21:05:56","20:47:12","795","1125","524","REGULAR","NEAR","UNKNOWN","UNKNOWN","5.0","TRUE","2025-01-27","?2,408,056","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000030","9119207960","14","2996","2025-02-08","15:31:34","20:01:02","214","321","141","OCCASIONAL","NEAR","S030","UNKNOWN","14.0","TRUE","2025-02-08","?13,058,387","B","Disha Saxena","Unknown","SUSPECT","UNKNOWN"
"9877803292","9112982850","8","6552","2025-02-07","20:43:55","23:09:47","819","1519","260","PERSISTENT","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-02-07","?9,901,809","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9873375493","9119202292","22","3718","2025-02-04","07:15:44","10:00:11","169","302","58","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","22.0","TRUE","2025-02-04","?5,872,186","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000033","9112073030","5","1330","2025-02-05","13:04:51","12:27:21","266","365","170","BURST","DISTANT","S033","UNKNOWN","5.0","TRUE","2025-02-05","?8,650,102","B","Mohammad Reddy","Unknown","SUSPECT","UNKNOWN"
"9873304005","9116395382","8","1568","2025-02-11","11:21:04","09:17:09","196","336","113","BURST","MEDIUM","UNKNOWN","UNKNOWN","8.0","TRUE","2025-02-11","?2,760,219","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878359513","9115087678","20","3820","2025-01-13","09:50:54","18:49:10","191","257","57","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","20.0","TRUE","2025-01-13","?8,893,244","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000036","9115760225","15","12900","2025-02-04","10:13:09","14:33:28","860","1602","520","BURST","MEDIUM","S036","UNKNOWN","15.0","TRUE","2025-02-04","?5,872,186","A","Esha Patel","Unknown","SUSPECT","UNKNOWN"
"9871631179","9114019906","24","15864","2025-02-13","08:40:52","15:22:26","661","935","524","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","24.0","TRUE","2025-02-13","?4,641,972","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872605308","9117071696","19","12711","2025-01-19","20:49:40","12:17:03","669","1189","429","REGULAR","NEAR","UNKNOWN","UNKNOWN","19.0","TRUE","2025-01-19","?1,277,672","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000039","9119346913","7","2191","2025-01-07","07:41:23","15:13:27","313","522","233","OCCASIONAL","DISTANT","S039","UNKNOWN","7.0","TRUE","2025-01-07","?6,469,651","C","Priya Kumar","Unknown","SUSPECT","UNKNOWN"
"9878602555","9111726746","5","1015","2025-02-08","11:10:50","06:31:32","203","372","134","FREQUENT","NEAR","UNKNOWN","UNKNOWN","5.0","TRUE","2025-02-08","?13,058,387","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876468907","9118030765","8","6744","2025-01-25","13:49:07","16:14:06","843","1535","411","REGULAR","ROAMING","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-25","?19,061,823","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000042","9112233623","17","12733","2025-02-05","07:56:27","10:13:59","749","1053","364","PERSISTENT","ROAMING","S042","UNKNOWN","17.0","TRUE","2025-02-05","?8,650,102","B","Pankaj Singh","Unknown","SUSPECT","UNKNOWN"
"9878679606","9114257379","22","11374","2025-01-22","12:21:08","07:44:36","517","714","375","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","22.0","TRUE","2025-01-22","?3,073,662","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9878693677","9118016631","7","3507","2025-01-19","15:38:10","11:36:35","501","775","281","REGULAR","NEAR","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-19","?1,277,672","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000045","9118943827","16","6960","2025-01-05","19:47:55","13:15:20","435","798","259","BURST","MEDIUM","S045","UNKNOWN","16.0","TRUE","2025-01-05","?11,377,912","A","Priya Sharma","Unknown","SUSPECT","UNKNOWN"
"9873499296","9111085187","15","2925","2025-01-07","21:46:49","22:02:27","195","309","136","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-07","?6,469,651","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872644153","9118590706","17","6732","2025-01-10","23:48:00","19:13:08","396","571","316","OCCASIONAL","DISTANT","UNKNOWN","UNKNOWN","17.0","TRUE","2025-01-10","?8,404,837","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000048","9119049422","23","10626","2025-01-15","20:54:36","06:29:29","462","651","339","REGULAR","ROAMING","S048","UNKNOWN","23.0","TRUE","2025-01-15","?2,691,923","B","Wendy Patel","Unknown","SUSPECT","UNKNOWN"
"9878789590","9111022878","22","4884","2025-01-29","16:33:02","15:27:48","222","393","75","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","22.0","TRUE","2025-01-29","?4,380,165","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876632022","9111919587","18","15120","2025-01-28","07:07:24","17:29:39","840","1276","524","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","18.0","TRUE","2025-01-28","?4,587,146","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000001","9114434507","6","2952","2025-01-20","23:07:41","21:47:48","492","861","334","PERSISTENT","MEDIUM","S001","UNKNOWN","6.0","TRUE","2025-01-20","?11,517,348","B","Salim Mishra","Unknown","SUSPECT","UNKNOWN"
"9876376490","9116917519","10","6650","2025-02-01","14:03:04","17:22:28","665","1052","376","BURST","NEAR","UNKNOWN","UNKNOWN","10.0","TRUE","2025-02-01","?15,153,244","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9879939831","9115903382","16","12560","2025-01-28","08:12:57","20:05:05","785","1156","610","BURST","MEDIUM","UNKNOWN","UNKNOWN","16.0","TRUE","2025-01-28","?4,587,146","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000004","9113764318","10","2640","2025-01-14","21:09:55","12:33:40","264","409","169","FREQUENT","DISTANT","S004","UNKNOWN","10.0","TRUE","2025-01-14","?23,721,045","B","Pooja Desai","Unknown","SUSPECT","UNKNOWN"
"9873215051","9118950805","13","7540","2025-02-02","06:18:12","08:01:55","580","897","273","REGULAR","DISTANT","UNKNOWN","UNKNOWN","13.0","TRUE","2025-02-02","?8,189,631","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876474513","9119156216","20","16620","2025-02-07","23:28:29","15:36:08","831","1473","343","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","20.0","TRUE","2025-02-07","?9,901,809","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000007","9115834292","3","903","2025-01-27","15:29:10","11:45:34","301","567","216","OCCASIONAL","MEDIUM","S007","UNKNOWN","3.0","TRUE","2025-01-27","?2,408,056","B","Ramesh Menon","Unknown","SUSPECT","UNKNOWN"
"9873575047","9113705405","9","2421","2025-01-07","16:36:08","20:16:23","269","440","85","REGULAR","MEDIUM","UNKNOWN","UNKNOWN","9.0","TRUE","2025-01-07","?6,469,651","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876317433","9116768795","6","3186","2025-02-02","23:10:34","15:07:58","531","986","363","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","6.0","TRUE","2025-02-02","?8,189,631","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000010","9116372365","6","924","2025-02-08","22:21:41","15:30:57","154","274","102","OCCASIONAL","MEDIUM","S010","UNKNOWN","6.0","TRUE","2025-02-08","?13,058,387","B","Ajay Bhat","Unknown","SUSPECT","UNKNOWN"
"9878417300","9116682181","24","6360","2025-02-04","07:08:43","23:07:19","265","442","108","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","24.0","TRUE","2025-02-04","?5,872,186","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876996068","9112551575","12","2472","2025-02-12","12:37:33","13:50:59","206","270","117","OCCASIONAL","MEDIUM","UNKNOWN","UNKNOWN","12.0","TRUE","2025-02-12","?8,488,722","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000013","9112465941","18","9954","2025-01-17","21:20:38","22:03:58","553","767","401","OCCASIONAL","ROAMING","S013","UNKNOWN","18.0","TRUE","2025-01-17","?7,827,542","B","Yashpal Shah","Unknown","SUSPECT","UNKNOWN"
"9877201361","9117477894","13","2106","2025-01-23","17:22:19","20:55:35","162","281","84","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","13.0","TRUE","2025-01-23","?15,624,222","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9877972774","9118423991","11","3487","2025-02-01","19:08:53","08:09:13","317","600","178","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","11.0","TRUE","2025-02-01","?15,153,244","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000016","9112109238","20","10680","2025-01-10","06:26:40","14:26:11","534","921","361","PERSISTENT","ROAMING","S016","UNKNOWN","20.0","TRUE","2025-01-10","?8,404,837","B","Meena Saxena","Unknown","SUSPECT","UNKNOWN"
"9873297254","9114342987","7","3780","2025-01-23","23:31:02","15:53:37","540","883","287","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-23","?15,624,222","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9871450300","9111041048","6","2508","2025-01-24","21:07:41","15:26:11","418","550","285","BURST","MEDIUM","UNKNOWN","UNKNOWN","6.0","TRUE","2025-01-24","?3,897,410","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000019","9112119456","21","10920","2025-02-11","21:36:27","14:40:43","520","792","346","BURST","NEAR","S019","UNKNOWN","21.0","TRUE","2025-02-11","?2,760,219","A+","Mohini Kumar","Unknown","SUSPECT","UNKNOWN"
"9871294357","9115354311","7","5215","2025-01-08","10:20:29","10:22:10","745","1129","460","FREQUENT","DISTANT","UNKNOWN","UNKNOWN","7.0","TRUE","2025-01-08","?7,722,464","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876972425","9111817300","11","4928","2025-02-07","08:32:12","11:48:06","448","728","329","PERSISTENT","MEDIUM","UNKNOWN","UNKNOWN","11.0","TRUE","2025-02-07","?9,901,809","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000022","9115554325","23","19872","2025-01-28","09:34:37","17:52:09","864","1391","420","FREQUENT","MEDIUM","S022","UNKNOWN","23.0","TRUE","2025-01-28","?4,587,146","A+","Farooq Khan","Unknown","SUSPECT","UNKNOWN"
"9879135255","9117912120","12","3792","2025-01-11","12:09:32","13:53:12","316","489","239","PERSISTENT","NEAR","UNKNOWN","UNKNOWN","12.0","TRUE","2025-01-11","?10,527,499","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872955647","9113201710","2","1282","2025-01-27","15:44:23","10:52:28","641","899","289","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","2.0","TRUE","2025-01-27","?2,408,056","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000025","9114730545","6","5160","2025-01-14","13:19:08","12:08:05","860","1158","591","BURST","NEAR","S025","UNKNOWN","6.0","TRUE","2025-01-14","?23,721,045","A","Farooq Verma","Unknown","SUSPECT","UNKNOWN"
"9878235132","9111713315","8","2080","2025-01-07","22:37:03","21:07:58","260","348","164","OCCASIONAL","NEAR","UNKNOWN","UNKNOWN","8.0","TRUE","2025-01-07","?6,469,651","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872619061","9113076911","21","7560","2025-02-11","12:11:42","17:01:05","360","672","170","REGULAR","DISTANT","UNKNOWN","UNKNOWN","21.0","TRUE","2025-02-11","?2,760,219","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000028","9119399251","25","19425","2025-01-20","22:36:04","09:52:37","777","1343","607","FREQUENT","MEDIUM","S028","UNKNOWN","25.0","TRUE","2025-01-20","?11,517,348","A+","Mohini Malhotra","Unknown","SUSPECT","UNKNOWN"
"9873881880","9111072627","25","6275","2025-01-18","22:54:45","21:23:44","251","392","195","PERSISTENT","MEDIUM","UNKNOWN","UNKNOWN","25.0","TRUE","2025-01-18","?9,346,990","A","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9874034134","9116952931","14","8176","2025-01-18","22:14:26","09:48:20","584","797","214","FREQUENT","ROAMING","UNKNOWN","UNKNOWN","14.0","TRUE","2025-01-18","?9,346,990","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000031","9115836389","19","16891","2025-01-07","08:20:31","09:24:18","889","1522","640","BURST","DISTANT","S031","UNKNOWN","19.0","TRUE","2025-01-07","?6,469,651","B","Omkar Rao","Unknown","SUSPECT","UNKNOWN"
"9874789527","9117833061","11","6468","2025-01-17","08:57:53","21:43:23","588","1116","320","REGULAR","NEAR","UNKNOWN","UNKNOWN","11.0","TRUE","2025-01-17","?7,827,542","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9872764491","9117649981","16","10960","2025-01-10","09:09:25","18:44:37","685","917","539","FREQUENT","MEDIUM","UNKNOWN","UNKNOWN","16.0","TRUE","2025-01-10","?8,404,837","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000034","9114359863","21","11823","2025-01-12","13:53:27","21:17:48","563","987","394","PERSISTENT","DISTANT","S034","UNKNOWN","21.0","TRUE","2025-01-12","?9,395,426","B","Uma Kumar","Unknown","SUSPECT","UNKNOWN"
"9877714837","9116974321","17","14144","2025-02-12","18:31:32","14:09:49","832","1142","453","BURST","NEAR","UNKNOWN","UNKNOWN","17.0","TRUE","2025-02-12","?8,488,722","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9874872547","9113258353","2","502","2025-01-08","08:31:43","06:11:24","251","349","153","PERSISTENT","DISTANT","UNKNOWN","UNKNOWN","2.0","TRUE","2025-01-08","?7,722,464","C","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000037","9112283746","23","15686","2025-02-05","20:12:18","21:31:32","682","1217","388","OCCASIONAL","DISTANT","S037","UNKNOWN","23.0","TRUE","2025-02-05","?8,650,102","B","Ajay Desai","Unknown","SUSPECT","UNKNOWN"
"9871296459","9111530135","15","4065","2025-01-29","20:20:54","18:28:29","271","381","170","FREQUENT","NEAR","UNKNOWN","UNKNOWN","15.0","TRUE","2025-01-29","?4,380,165","A+","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9876084244","9113753883","17","10047","2025-01-13","15:45:24","21:48:07","591","1002","379","PERSISTENT","ROAMING","UNKNOWN","UNKNOWN","17.0","TRUE","2025-01-13","?8,893,244","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
"9870000040","9118984462","19","5890","2025-02-06","07:25:16","21:37:24","310","545","137","PERSISTENT","DISTANT","S040","UNKNOWN","19.0","TRUE","2025-02-06","?11,345,198","B","Farooq Desai","Unknown","SUSPECT","UNKNOWN"
"9872030523","9111472228","20","3920","2025-01-13","17:22:51","06:48:57","196","266","92","OCCASIONAL","ROAMING","UNKNOWN","UNKNOWN","20.0","TRUE","2025-01-13","?8,893,244","B","Unknown","Unknown","UNKNOWN","UNKNOWN"
